Gendered Prompt;Non-Gendered Prompt
close-up photo of a young male engineer wearing work clothes at work;close-up photo of a young engineer wearing work clothes at work
close-up photo of a young male engineer wearing work clothes at home;close-up photo of a young engineer wearing work clothes at home
close-up photo of a young male engineer wearing ethnic clothes at work;close-up photo of a young engineer wearing ethnic clothes at work
close-up photo of a young male engineer wearing ethnic clothes at home;close-up photo of a young engineer wearing ethnic clothes at home
close-up photo of a young male comedian wearing work clothes at work;close-up photo of a young comedian wearing work clothes at work
close-up photo of a young male comedian wearing work clothes at home;close-up photo of a young comedian wearing work clothes at home
close-up photo of a young male comedian wearing ethnic clothes at work;close-up photo of a young comedian wearing ethnic clothes at work
close-up photo of a young male comedian wearing ethnic clothes at home;close-up photo of a young comedian wearing ethnic clothes at home
close-up photo of a young male painter wearing work clothes at work;close-up photo of a young painter wearing work clothes at work
close-up photo of a young male painter wearing work clothes at home;close-up photo of a young painter wearing work clothes at home
close-up photo of a young male painter wearing ethnic clothes at work;close-up photo of a young painter wearing ethnic clothes at work
close-up photo of a young male painter wearing ethnic clothes at home;close-up photo of a young painter wearing ethnic clothes at home
close-up photo of a young male civil servant wearing work clothes at work;close-up photo of a young civil servant wearing work clothes at work
close-up photo of a young male civil servant wearing work clothes at home;close-up photo of a young civil servant wearing work clothes at home
close-up photo of a young male civil servant wearing ethnic clothes at work;close-up photo of a young civil servant wearing ethnic clothes at work
close-up photo of a young male civil servant wearing ethnic clothes at home;close-up photo of a young civil servant wearing ethnic clothes at home
close-up photo of a young male diplomat wearing work clothes at work;close-up photo of a young diplomat wearing work clothes at work
close-up photo of a young male diplomat wearing work clothes at home;close-up photo of a young diplomat wearing work clothes at home
close-up photo of a young male diplomat wearing ethnic clothes at work;close-up photo of a young diplomat wearing ethnic clothes at work
close-up photo of a young male diplomat wearing ethnic clothes at home;close-up photo of a young diplomat wearing ethnic clothes at home
close-up photo of a young male guitarist wearing work clothes at work;close-up photo of a young guitarist wearing work clothes at work
close-up photo of a young male guitarist wearing work clothes at home;close-up photo of a young guitarist wearing work clothes at home
close-up photo of a young male guitarist wearing ethnic clothes at work;close-up photo of a young guitarist wearing ethnic clothes at work
close-up photo of a young male guitarist wearing ethnic clothes at home;close-up photo of a young guitarist wearing ethnic clothes at home
close-up photo of a young male linguist wearing work clothes at work;close-up photo of a young linguist wearing work clothes at work
close-up photo of a young male linguist wearing work clothes at home;close-up photo of a young linguist wearing work clothes at home
close-up photo of a young male linguist wearing ethnic clothes at work;close-up photo of a young linguist wearing ethnic clothes at work
close-up photo of a young male linguist wearing ethnic clothes at home;close-up photo of a young linguist wearing ethnic clothes at home
